Number of nodes is 4039
Number of edges is 88234
Node - 1311 Centrality - 109.829987
Node - 1312 Centrality - 2238.329266
Node - 1313 Centrality - 360.899643
Node - 1314 Centrality - 33.512871
Node - 1315 Centrality - 10.610626
Node - 1316 Centrality - 6.794544
Node - 1317 Centrality - 5595.284267
Node - 1318 Centrality - 40.270082
Node - 1319 Centrality - 1.346271
Node - 1320 Centrality - 939.084105
Node - 1321 Centrality - 24.037743
Node - 1322 Centrality - 236.272557
Node - 1323 Centrality - 36.470154
Node - 1324 Centrality - 51.956045
Node - 1325 Centrality - 9.326166
Node - 1326 Centrality - 0.000000
Node - 1327 Centrality - 1489.507258
Node - 1328 Centrality - 839.980130
Node - 1329 Centrality - 514.678885
Node - 1330 Centrality - 187.136902
Node - 1331 Centrality - 213.468604
Node - 1332 Centrality - 129.705627
Node - 1333 Centrality - 4.811966
Node - 1334 Centrality - 4359.920628
Node - 1335 Centrality - 108.898225
Node - 1336 Centrality - 8.402706
Node - 1337 Centrality - 156.275637
Node - 1338 Centrality - 3555.111747
Node - 1339 Centrality - 101.927708
Node - 1340 Centrality - 15.345546
Node - 1341 Centrality - 106.364555
Node - 1342 Centrality - 7.174242
Node - 1343 Centrality - 330.882286
Node - 1344 Centrality - 105.467684
Node - 1345 Centrality - 227.764478
Node - 1346 Centrality - 0.000000
Node - 1347 Centrality - 128.293750
Node - 1348 Centrality - 55.901085
Node - 1349 Centrality - 132.664778
Node - 1350 Centrality - 45.932236
Node - 1351 Centrality - 16.057123
Node - 1352 Centrality - 9054.532557
Node - 1353 Centrality - 0.500000
Node - 1354 Centrality - 1.576923
Node - 1355 Centrality - 21.450017
Node - 1356 Centrality - 15.606876
Node - 1357 Centrality - 212.670760
Node - 1358 Centrality - 1560.794447
Node - 1359 Centrality - 70.219578
Node - 1360 Centrality - 2252.790369
Node - 1361 Centrality - 16283.900806
Node - 1362 Centrality - 0.000000
Node - 1363 Centrality - 1.473867
Node - 1364 Centrality - 5.609524
Node - 1365 Centrality - 7.488225
Node - 1366 Centrality - 244.098700
Node - 1367 Centrality - 397.748209
Node - 1368 Centrality - 1.708333
Node - 1369 Centrality - 2462.554705
Node - 1370 Centrality - 74.670594
Node - 1371 Centrality - 155.983390
Node - 1372 Centrality - 0.000000
Node - 1373 Centrality - 296.966619
Node - 1374 Centrality - 540.881529
Node - 1375 Centrality - 30.132386
Node - 1376 Centrality - 6447.401493
Node - 1377 Centrality - 607.732675
Node - 1378 Centrality - 4.359280
Node - 1379 Centrality - 9.921783
Node - 1380 Centrality - 32.518040
Node - 1381 Centrality - 2.480770
Node - 1382 Centrality - 10.156922
Node - 1383 Centrality - 0.000000
Node - 1384 Centrality - 55.758049
Node - 1385 Centrality - 30.272639
Node - 1386 Centrality - 0.000000
Node - 1387 Centrality - 15.709639
Node - 1388 Centrality - 42.112411
Node - 1389 Centrality - 7.017475
Node - 1390 Centrality - 405.284222
Node - 1391 Centrality - 332.203738
Node - 1392 Centrality - 53.065257
Node - 1393 Centrality - 142.284934
Node - 1394 Centrality - 0.000000
Node - 1395 Centrality - 0.000000
Node - 1396 Centrality - 26.250090
Node - 1397 Centrality - 19.391063
Node - 1398 Centrality - 18.634652
Node - 1399 Centrality - 382.337241
Node - 1400 Centrality - 10.484156
Node - 1401 Centrality - 5.061894
Node - 1402 Centrality - 29.430485
Node - 1403 Centrality - 0.000000
Node - 1404 Centrality - 39.146864
Node - 1405 Centrality - 33394.758526
Node - 1406 Centrality - 33.827782
Node - 1407 Centrality - 43.171415
Node - 1408 Centrality - 898.941016
Node - 1409 Centrality - 233.028603
Node - 1410 Centrality - 414.302310
Node - 1411 Centrality - 12.518093
Node - 1412 Centrality - 78.164839
Node - 1413 Centrality - 40.679765
Node - 1414 Centrality - 0.025641
Node - 1415 Centrality - 57.518467
Node - 1416 Centrality - 134.185790
Node - 1417 Centrality - 1.500000
Node - 1418 Centrality - 23.786195
Node - 1419 Centrality - 11645.206847
Node - 1420 Centrality - 49365.384939
Node - 1421 Centrality - 520.833008
Node - 1422 Centrality - 21.218193
Node - 1423 Centrality - 72.030529
Node - 1424 Centrality - 29.428571
Node - 1425 Centrality - 1117.835221
Node - 1426 Centrality - 43.567192
Node - 1427 Centrality - 412.907789
Node - 1428 Centrality - 92.701336
Node - 1429 Centrality - 124.301555
Node - 1430 Centrality - 0.000000
Node - 1431 Centrality - 1256.702444
Node - 1432 Centrality - 30.362823
Node - 1433 Centrality - 8.882119
Node - 1434 Centrality - 18.575946
Node - 1435 Centrality - 757.488855
Node - 1436 Centrality - 111.880526
Node - 1437 Centrality - 171.703657
Node - 1438 Centrality - 3.708433
Node - 1439 Centrality - 0.207189
Node - 1440 Centrality - 782.413384
Node - 1441 Centrality - 23.759458
Node - 1442 Centrality - 0.666667
Node - 1443 Centrality - 0.890079
Node - 1444 Centrality - 72.516367
Node - 1445 Centrality - 23.336992
Node - 1446 Centrality - 538.639608
Node - 1447 Centrality - 304.862962
Node - 1448 Centrality - 84.958385
Node - 1449 Centrality - 130.695587
Node - 1450 Centrality - 5445.840927
Node - 1451 Centrality - 28.577008
Node - 1452 Centrality - 13.220508
Node - 1453 Centrality - 78.789741
Node - 1454 Centrality - 40.030903
Node - 1455 Centrality - 0.000000
Node - 1456 Centrality - 134.258215
Node - 1457 Centrality - 14.939448
Node - 1458 Centrality - 942.010971
Node - 1459 Centrality - 244.786535
Node - 1460 Centrality - 217.099127
Node - 1461 Centrality - 8.427433
Node - 1462 Centrality - 65.022061
Node - 1463 Centrality - 2.261395
Node - 1464 Centrality - 26.066767
Node - 1465 Centrality - 200277.761235
Node - 1466 Centrality - 0.000000
Node - 1467 Centrality - 421.095163
Node - 1468 Centrality - 4.735686
Node - 1469 Centrality - 288.518440
Node - 1470 Centrality - 73.886038
Node - 1471 Centrality - 439.495472
Node - 1472 Centrality - 640.076717
Node - 1473 Centrality - 533.182667
Node - 1474 Centrality - 0.166667
Node - 1475 Centrality - 370.915279
Node - 1476 Centrality - 3.228211
Node - 1477 Centrality - 29.828728
Node - 1478 Centrality - 5.008392
Node - 1479 Centrality - 129.575734
Node - 1480 Centrality - 596.912019
Node - 1481 Centrality - 9.433680
Node - 1482 Centrality - 75.260388
Node - 1483 Centrality - 5137.385308
Node - 1484 Centrality - 9.865042
Node - 1485 Centrality - 1104.101768
Node - 1486 Centrality - 0.000000
Node - 1487 Centrality - 631.082690
Node - 1488 Centrality - 184.266886
Node - 1489 Centrality - 2.942019
Node - 1490 Centrality - 0.190168
Node - 1491 Centrality - 100.385609
Node - 1492 Centrality - 34.905618
Node - 1493 Centrality - 1.117794
Node - 1494 Centrality - 796.311920
Node - 1495 Centrality - 114.585586
Node - 1496 Centrality - 122.362252
Node - 1497 Centrality - 76.544040
Node - 1498 Centrality - 0.666515
Node - 1499 Centrality - 8.309524
Node - 1500 Centrality - 25.772241
Node - 1501 Centrality - 17.911401
Node - 1502 Centrality - 147.446044
Node - 1503 Centrality - 12.927049
Node - 1504 Centrality - 114.468673
Node - 1505 Centrality - 30825.732690
Node - 1506 Centrality - 0.171990
Node - 1507 Centrality - 68.026203
Node - 1508 Centrality - 20.522003
Node - 1509 Centrality - 4140.111565
Node - 1510 Centrality - 0.250000
Node - 1511 Centrality - 1210.198667
Node - 1512 Centrality - 436.114348
Node - 1513 Centrality - 1746.304904
Node - 1514 Centrality - 55.881565
Node - 1515 Centrality - 215.194594
Node - 1516 Centrality - 135.850623
Node - 1517 Centrality - 4.937355
Node - 1518 Centrality - 2244.868383
Node - 1519 Centrality - 161.301309
Node - 1520 Centrality - 158.657384
Node - 1521 Centrality - 0.000000
Node - 1522 Centrality - 5139.976153
Node - 1523 Centrality - 2148.651522
Node - 1524 Centrality - 8.559351
Node - 1525 Centrality - 128.092057
Node - 1526 Centrality - 24.191013
Node - 1527 Centrality - 25.283485
Node - 1528 Centrality - 444.400162
Node - 1529 Centrality - 291.037397
Node - 1530 Centrality - 41.697346
Node - 1531 Centrality - 67.292735
Node - 1532 Centrality - 6.583126
Node - 1533 Centrality - 47.013842
Node - 1534 Centrality - 48484.269511
Node - 1535 Centrality - 42.222343
Node - 1536 Centrality - 5541.755661
Node - 1537 Centrality - 3732.978676
Node - 1538 Centrality - 62.604220
Node - 1539 Centrality - 29.281892
Node - 1540 Centrality - 3440.175838
Node - 1541 Centrality - 22.069222
Node - 1542 Centrality - 21.318232
Node - 1543 Centrality - 100.121955
Node - 1544 Centrality - 41.031606
Node - 1545 Centrality - 1671.946467
Node - 1546 Centrality - 0.000000
Node - 1547 Centrality - 72.367068
Node - 1548 Centrality - 76.403977
Node - 1549 Centrality - 1958.017878
Node - 1550 Centrality - 6.409999
Node - 1551 Centrality - 271.774579
Node - 1552 Centrality - 20.350210
Node - 1553 Centrality - 6153.369772
Node - 1554 Centrality - 263.149528
Node - 1555 Centrality - 2236.787615
Node - 1556 Centrality - 7.644232
Node - 1557 Centrality - 302.672383
Node - 1558 Centrality - 0.000000
Node - 1559 Centrality - 433.932222
Node - 1560 Centrality - 0.000000
Node - 1561 Centrality - 120.457593
Node - 1562 Centrality - 9.916667
Node - 1563 Centrality - 125.941912
Node - 1564 Centrality - 23.345971
Node - 1565 Centrality - 54.710855
Node - 1566 Centrality - 34.398893
Node - 1567 Centrality - 590.521567
Node - 1568 Centrality - 1.439341
Node - 1569 Centrality - 184.604357
Node - 1570 Centrality - 166.433039
Node - 1571 Centrality - 75.249019
Node - 1572 Centrality - 7.061764
Node - 1573 Centrality - 227.006623
Node - 1574 Centrality - 2167.244493
Node - 1575 Centrality - 28.222886
Node - 1576 Centrality - 87.474622
Node - 1577 Centrality - 324273.314637
Node - 1578 Centrality - 24.756379
Node - 1579 Centrality - 0.076923
Node - 1580 Centrality - 50.839629
Node - 1581 Centrality - 0.000000
Node - 1582 Centrality - 19.625332
Node - 1583 Centrality - 185.442471
Node - 1584 Centrality - 2151.994108
Node - 1585 Centrality - 46.883087
Node - 1586 Centrality - 0.000000
Node - 1587 Centrality - 20.305503
Node - 1588 Centrality - 429.684467
Node - 1589 Centrality - 401.854253
Node - 1590 Centrality - 2653.168538
Node - 1591 Centrality - 482.622660
Node - 1592 Centrality - 2.032449
Node - 1593 Centrality - 4510.740673
Node - 1594 Centrality - 30.370349
Node - 1595 Centrality - 39.473442
Node - 1596 Centrality - 81.481140
Node - 1597 Centrality - 110.382848
Node - 1598 Centrality - 584.712212
Node - 1599 Centrality - 9.064502
Node - 1600 Centrality - 184.515244
Node - 1601 Centrality - 4.669004
Node - 1602 Centrality - 2.410189
Node - 1603 Centrality - 121.125643
Node - 1604 Centrality - 786.614513
Node - 1605 Centrality - 65.480266
Node - 1606 Centrality - 11.391162
Node - 1607 Centrality - 1.666667
Node - 1608 Centrality - 114.257521
Node - 1609 Centrality - 118.649894
Node - 1610 Centrality - 308.868494
Node - 1611 Centrality - 244.509087
Node - 1612 Centrality - 696.237849
Node - 1613 Centrality - 334.520724
Node - 1614 Centrality - 147.337933
Node - 1615 Centrality - 14.231196
Node - 1616 Centrality - 86.169022
Node - 1617 Centrality - 3652.490902
Node - 1618 Centrality - 1328.276462
Node - 1619 Centrality - 86.367967
Node - 1620 Centrality - 956.767847
Node - 1621 Centrality - 7028.256307
Node - 1622 Centrality - 701.620544
Node - 1623 Centrality - 54.154085
Node - 1624 Centrality - 38.769610
Node - 1625 Centrality - 5.681098
Node - 1626 Centrality - 1048.626052
Node - 1627 Centrality - 0.000000
Node - 1628 Centrality - 155.356126
Node - 1629 Centrality - 7.014340
Node - 1630 Centrality - 514.421929
Node - 1631 Centrality - 0.111111
Node - 1632 Centrality - 51.259667
Node - 1633 Centrality - 15.479777
Node - 1634 Centrality - 45.686635
Node - 1635 Centrality - 13.284505
Node - 1636 Centrality - 82.553139
Node - 1637 Centrality - 319.312606
Node - 1638 Centrality - 20.439925
Node - 1639 Centrality - 192.652652
Node - 1640 Centrality - 0.610256
Node - 1641 Centrality - 20.795671
Node - 1642 Centrality - 13711.551226
Node - 1643 Centrality - 45.115044
Node - 1644 Centrality - 104.911125
Node - 1645 Centrality - 124.701615
Node - 1646 Centrality - 26.343590
Node - 1647 Centrality - 38.698045
Node - 1648 Centrality - 1.257382
Node - 1649 Centrality - 22.038181
Node - 1650 Centrality - 81.120856
Node - 1651 Centrality - 0.000000
Node - 1652 Centrality - 40.699567
Node - 1653 Centrality - 20.622277
Node - 1654 Centrality - 5.680112
Node - 1655 Centrality - 22.521810
Node - 1656 Centrality - 12268.173995
Node - 1657 Centrality - 0.000000
Node - 1658 Centrality - 32.566725
Node - 1659 Centrality - 33.360774
Node - 1660 Centrality - 53.594352
Node - 1661 Centrality - 206.418656
Node - 1662 Centrality - 158.903067
Node - 1663 Centrality - 8966.679485
Node - 1664 Centrality - 2.500000
Node - 1665 Centrality - 109.611966
Node - 1666 Centrality - 50328.695219
Node - 1667 Centrality - 47.333792
Node - 1668 Centrality - 81.202477
Node - 1669 Centrality - 121.817155
Node - 1670 Centrality - 28.051840
Node - 1671 Centrality - 129.720099
Node - 1672 Centrality - 25.744232
Node - 1673 Centrality - 77.021995
Node - 1674 Centrality - 340.522634
Node - 1675 Centrality - 228.300837
Node - 1676 Centrality - 9.206875
Node - 1677 Centrality - 51.752973
Node - 1678 Centrality - 95.137379
Node - 1679 Centrality - 27.815143
Node - 1680 Centrality - 277.295966
Node - 1681 Centrality - 25.764866
Node - 1682 Centrality - 67.804887
Node - 1683 Centrality - 289.502968
Node - 1685 Centrality - 98.379384
Node - 1686 Centrality - 58.096390
Node - 1687 Centrality - 7388.916901
Node - 1688 Centrality - 4484.190210
Node - 1689 Centrality - 98.011034
Node - 1690 Centrality - 0.000000
Node - 1691 Centrality - 30.259597
Node - 1692 Centrality - 858.419790
Node - 1693 Centrality - 0.500000
Node - 1694 Centrality - 270.681460
Node - 1695 Centrality - 17.395096
Node - 1696 Centrality - 14.119877
Node - 1697 Centrality - 185.046817
Node - 1698 Centrality - 10.260854
Node - 1699 Centrality - 150.557142
Node - 1700 Centrality - 7.806828
Node - 1701 Centrality - 8.233184
Node - 1702 Centrality - 3392.214708
Node - 1703 Centrality - 307.996322
Node - 1704 Centrality - 16.064123
Node - 1705 Centrality - 461.418053
Node - 1706 Centrality - 60.505697
Node - 1707 Centrality - 293.394132
Node - 1708 Centrality - 3.534560
Node - 1709 Centrality - 263.552810
Node - 1710 Centrality - 7.742634
Node - 1711 Centrality - 1.500000
Node - 1712 Centrality - 70.450754
Node - 1713 Centrality - 1.500000
Node - 1714 Centrality - 284.289316
Node - 1715 Centrality - 48.397490
Node - 1716 Centrality - 61.761373
Node - 1717 Centrality - 191.920113
Node - 1718 Centrality - 304370.648063
Node - 1719 Centrality - 109.420896
Node - 1720 Centrality - 196.173725
Node - 1721 Centrality - 81.830510
Node - 1722 Centrality - 75.382151
Node - 1723 Centrality - 10.944195
Node - 1724 Centrality - 88.089998
Node - 1725 Centrality - 254.642072
Node - 1726 Centrality - 7072.228291
Node - 1727 Centrality - 89.673787
Node - 1728 Centrality - 11.607790
Node - 1729 Centrality - 230.160052
Node - 1730 Centrality - 1114.047727
Node - 1731 Centrality - 0.733333
Node - 1732 Centrality - 45.848872
Node - 1733 Centrality - 14.443747
Node - 1734 Centrality - 22.186371
Node - 1735 Centrality - 76.507944
Node - 1736 Centrality - 209.397258
Node - 1737 Centrality - 23.770691
Node - 1738 Centrality - 23.202992
Node - 1739 Centrality - 8.867540
Node - 1740 Centrality - 421.335353
Node - 1741 Centrality - 109.267741
Node - 1742 Centrality - 142.652565
Node - 1743 Centrality - 51.128896
Node - 1744 Centrality - 98.730186
Node - 1745 Centrality - 704.973225
Node - 1746 Centrality - 573.459210
Node - 1747 Centrality - 11.576345
Node - 1748 Centrality - 1.488811
Node - 1749 Centrality - 11.511403
Node - 1750 Centrality - 147.710278
Node - 1751 Centrality - 26.726220
Node - 1752 Centrality - 81.111001
Node - 1753 Centrality - 42.575002
Node - 1754 Centrality - 65.703864
Node - 1755 Centrality - 0.000000
Node - 1756 Centrality - 2.694638
Node - 1757 Centrality - 130.347713
Node - 1758 Centrality - 10656.225182
Node - 1759 Centrality - 0.503968
Node - 1760 Centrality - 0.500000
Node - 1761 Centrality - 641.709493
Node - 1762 Centrality - 0.000000
Node - 1763 Centrality - 17.044330
Node - 1764 Centrality - 4.338311
Node - 1765 Centrality - 138.995765
Node - 1766 Centrality - 26.797748
Node - 1767 Centrality - 111.890954
Node - 1768 Centrality - 912.935029
Node - 1769 Centrality - 520.529039
Node - 1770 Centrality - 143.398890
Node - 1771 Centrality - 1.918390
Node - 1772 Centrality - 32.283238
Node - 1773 Centrality - 4.620106
Node - 1774 Centrality - 56.838722
Node - 1775 Centrality - 0.020833
Node - 1776 Centrality - 0.000000
Node - 1777 Centrality - 1.847063
Node - 1778 Centrality - 574.760025
Node - 1779 Centrality - 72.304771
Node - 1780 Centrality - 524.328235
Node - 1781 Centrality - 47.158026
Node - 1782 Centrality - 1760.124868
Node - 1783 Centrality - 1540.490115
Node - 1784 Centrality - 3.609656
Node - 1785 Centrality - 76.011255
Node - 1786 Centrality - 331.560650
Node - 1787 Centrality - 85.286442
Node - 1788 Centrality - 1.175000
Node - 1789 Centrality - 78.134811
Node - 1790 Centrality - 228.820496
Node - 1791 Centrality - 282.672907
Node - 1792 Centrality - 6.832302
Node - 1793 Centrality - 148.091393
Node - 1794 Centrality - 444.610348
Node - 1795 Centrality - 41.931750
Node - 1796 Centrality - 24.981571
Node - 1797 Centrality - 1.532258
Node - 1798 Centrality - 7.802841
Node - 1799 Centrality - 179.373538
Node - 1800 Centrality - 1245.606255
Node - 1801 Centrality - 8.980950
Node - 1802 Centrality - 0.356229
Node - 1803 Centrality - 372.225480
Node - 1804 Centrality - 360.326294
Node - 1805 Centrality - 17.197194
Node - 1806 Centrality - 2508.572122
Node - 1807 Centrality - 154.655557
Node - 1808 Centrality - 636.927106
Node - 1809 Centrality - 94.988293
Node - 1810 Centrality - 79.889224
Node - 1811 Centrality - 32.356141
Node - 1812 Centrality - 29.231687
Node - 1813 Centrality - 823.602248
Node - 1814 Centrality - 5.657576
Node - 1815 Centrality - 9.341036
Node - 1816 Centrality - 103.208810
Node - 1817 Centrality - 217.609014
Node - 1818 Centrality - 51.319110
Node - 1819 Centrality - 76.043430
Node - 1820 Centrality - 93.486787
Node - 1821 Centrality - 1.675169
Node - 1822 Centrality - 5.456862
Node - 1823 Centrality - 136.543689
Node - 1824 Centrality - 60.314182
Node - 1825 Centrality - 1599.662871
Node - 1826 Centrality - 58.108743
Node - 1827 Centrality - 685.216031
Node - 1828 Centrality - 256.740690
Node - 1829 Centrality - 12.633417
Node - 1830 Centrality - 28.022255
Node - 1831 Centrality - 228.811613
Node - 1832 Centrality - 12.955032
Node - 1833 Centrality - 322.532943
Node - 1834 Centrality - 0.000000
Node - 1835 Centrality - 6691.738646
Node - 1836 Centrality - 419.370550
Node - 1837 Centrality - 53.641799
Node - 1838 Centrality - 1.700000
Node - 1839 Centrality - 250.706553
Node - 1840 Centrality - 4.517100
Node - 1841 Centrality - 18.416707
Node - 1842 Centrality - 102.934590
Node - 1843 Centrality - 78.680025
Node - 1844 Centrality - 382.971954
Node - 1845 Centrality - 241.370256
Node - 1846 Centrality - 1128.555400
Node - 1847 Centrality - 4421.963721
Node - 1848 Centrality - 7.684927
Node - 1849 Centrality - 65.750487
Node - 1850 Centrality - 66.422567
Node - 1851 Centrality - 89.177535
Node - 1852 Centrality - 611.969681
Node - 1853 Centrality - 0.790496
Node - 1854 Centrality - 0.000000
Node - 1855 Centrality - 10.858737
Node - 1856 Centrality - 0.000000
Node - 1857 Centrality - 65.351239
Node - 1858 Centrality - 106.986981
Node - 1859 Centrality - 49.612665
Node - 1860 Centrality - 72.485928
Node - 1861 Centrality - 297.692501
Node - 1862 Centrality - 34.596314
Node - 1863 Centrality - 1423.714123
Node - 1864 Centrality - 186.728713
Node - 1865 Centrality - 0.324675
Node - 1866 Centrality - 1025.414548
Node - 1867 Centrality - 184.304526
Node - 1868 Centrality - 117.505032
Node - 1869 Centrality - 3.283997
Node - 1870 Centrality - 14.122342
Node - 1871 Centrality - 190.346184
Node - 1872 Centrality - 87.101823
Node - 1873 Centrality - 5.896406
Node - 1874 Centrality - 1.239582
Node - 1875 Centrality - 57.539240
Node - 1876 Centrality - 192.099908
Node - 1877 Centrality - 21.286745
Node - 1878 Centrality - 26.736381
Node - 1879 Centrality - 139.311641
Node - 1880 Centrality - 5.545402
Node - 1881 Centrality - 380.408975
Node - 1882 Centrality - 111.296455
Node - 1883 Centrality - 709.345674
Node - 1884 Centrality - 2.738056
Node - 1885 Centrality - 59.929111
Node - 1886 Centrality - 142.027032
Node - 1887 Centrality - 0.494085
Node - 1888 Centrality - 965.312448
Node - 1889 Centrality - 22.976190
Node - 1890 Centrality - 4.000000
Node - 1891 Centrality - 43.387484
Node - 1892 Centrality - 0.078462
Node - 1893 Centrality - 250.981656
Node - 1894 Centrality - 187.203356
Node - 1895 Centrality - 24.924105
Node - 1896 Centrality - 8.476190
Node - 1897 Centrality - 248.080253
Node - 1898 Centrality - 64.315078
Node - 1899 Centrality - 255.554579
Node - 1900 Centrality - 13.060033
Node - 1901 Centrality - 29.335670
Node - 1902 Centrality - 159.387442
Node - 1903 Centrality - 15.917469
Node - 1904 Centrality - 24.948564
Node - 1905 Centrality - 0.302020
Node - 1906 Centrality - 8.174604
Node - 1907 Centrality - 12.583204
Node - 1908 Centrality - 27.211657
Node - 1909 Centrality - 1607.543310
Node - 1910 Centrality - 71.165780
Node - 1911 Centrality - 1502.387876
Node - 1926 Centrality - 4097.447504
Node - 1932 Centrality - 331.601034
Node - 1939 Centrality - 836.376559
Node - 1945 Centrality - 1427.573107
Node - 1951 Centrality - 638.603232
Node - 1955 Centrality - 505.226275
Node - 1972 Centrality - 825.112714
Node - 1973 Centrality - 705.062317
Node - 1976 Centrality - 385.975407
Node - 1991 Centrality - 459.784755
Node - 1995 Centrality - 674.932277
Node - 1998 Centrality - 462.021662
Node - 2001 Centrality - 538.215959
Node - 2004 Centrality - 480.542281
Node - 2007 Centrality - 11600.113657
Node - 2009 Centrality - 326.701719
Node - 2018 Centrality - 482.834101
Node - 2024 Centrality - 452.935510
Node - 2027 Centrality - 316.416350
Node - 2032 Centrality - 1764.352105
Node - 2038 Centrality - 4305.279617
Node - 2039 Centrality - 484.710154
Node - 2042 Centrality - 745.460778
Node - 2054 Centrality - 2953.781061
Node - 2068 Centrality - 1721.324278
Node - 2071 Centrality - 1224.787084
Node - 2072 Centrality - 2086.051198
Node - 2081 Centrality - 3709.235309
Node - 2102 Centrality - 1790.804907
Node - 2111 Centrality - 3360.798544
Node - 2116 Centrality - 945.966495
Node - 2117 Centrality - 6515.673485
Node - 2127 Centrality - 1018.627572
Node - 2128 Centrality - 2387.485074
Node - 2133 Centrality - 8256.965317
Node - 2135 Centrality - 307.705674
Node - 2138 Centrality - 1090.496624
Node - 2143 Centrality - 4616.335642
Node - 2153 Centrality - 1053.474315
Node - 2157 Centrality - 211.148768
Node - 2171 Centrality - 663.522221
Node - 2174 Centrality - 1630.264138
Node - 2180 Centrality - 509.780663
Node - 2183 Centrality - 857.845349
Node - 2187 Centrality - 937.023819
Node - 2189 Centrality - 8173.639920
Node - 2199 Centrality - 4757.655008
Node - 2203 Centrality - 1027.233870
Node - 2223 Centrality - 1196.023784
Node - 2224 Centrality - 807.708448
Node - 2225 Centrality - 477.575350
Node - 2247 Centrality - 2106.235334
Node - 2250 Centrality - 1163.649171
Node - 2254 Centrality - 525.437026
Node - 2264 Centrality - 736.600977
Node - 2267 Centrality - 596.494068
Node - 2268 Centrality - 7604.008540
Node - 2279 Centrality - 852.937364
Node - 2283 Centrality - 4407.658962
Node - 2284 Centrality - 599.595802
Node - 2289 Centrality - 8842.789503
Node - 2292 Centrality - 2405.796736
Node - 2302 Centrality - 2171.936468
Node - 2319 Centrality - 1096.504058
Node - 2327 Centrality - 1886.618978
Node - 2336 Centrality - 2013.035792
Node - 2337 Centrality - 209.786636
Node - 2364 Centrality - 731.292796
Node - 2378 Centrality - 348.852232
Node - 2384 Centrality - 3663.372883
Node - 2398 Centrality - 1753.904950
Node - 2417 Centrality - 1290.575077
Node - 2436 Centrality - 339.001345
Node - 2445 Centrality - 330.475092
Node - 2447 Centrality - 392.870979
Node - 2451 Centrality - 1422.771397
Node - 2458 Centrality - 847.389549
Node - 2459 Centrality - 494.286460
Node - 2461 Centrality - 1143.137963
Node - 2463 Centrality - 576.043947
Node - 2471 Centrality - 1055.591678
Node - 2472 Centrality - 1806.807582
Node - 2475 Centrality - 671.344207
Node - 2491 Centrality - 1560.998494
Node - 2494 Centrality - 341.308577
Node - 2498 Centrality - 1933.928172
Node - 2502 Centrality - 476.046336
Node - 2508 Centrality - 646.572209
Node - 2510 Centrality - 1989.708537
Node - 2511 Centrality - 1852.377903
Node - 2529 Centrality - 858.186394
Node - 2533 Centrality - 699.879584
Node - 2538 Centrality - 534.487891
Node - 2543 Centrality - 61983.053310
Node - 2547 Centrality - 637.079661
Node - 2571 Centrality - 184.908524
Node - 2583 Centrality - 363.093847
Node - 2589 Centrality - 387.017459
Node - 2598 Centrality - 1761.458622
Node - 2617 Centrality - 1398.449658
Node - 2629 Centrality - 1306.431017
Node - 2635 Centrality - 232.583390
Node - 2636 Centrality - 294.644068
Node - 2640 Centrality - 526.850432
Node - 2643 Centrality - 558.365457
Node - 2647 Centrality - 451.443517
Node - 2649 Centrality - 756.446811
Node - 2653 Centrality - 274.529968
Node - 2660 Centrality - 305.666770
Node - 2704 Centrality - 0.000000
Node - 2740 Centrality - 0.000000
Node - 427 Centrality - 612.831556
Node - 464 Centrality - 145.160317
Node - 549 Centrality - 309.589091
Node - 351 Centrality - 56.450397
Node - 364 Centrality - 1.666667
Node - 393 Centrality - 0.000000
Node - 399 Centrality - 0.333333
Node - 441 Centrality - 0.333333
Node - 476 Centrality - 0.000000
Node - 501 Centrality - 0.333333
Node - 564 Centrality - 59.450397
Node - 349 Centrality - 0.125000
Node - 350 Centrality - 632.710039
Node - 352 Centrality - 6.234271
Node - 354 Centrality - 15.468466
Node - 355 Centrality - 66.275287
Node - 356 Centrality - 0.500000
Node - 357 Centrality - 410.860281
Node - 358 Centrality - 0.000000
Node - 359 Centrality - 70.634577
Node - 360 Centrality - 1756.950387
Node - 361 Centrality - 38.973231
Node - 362 Centrality - 11.832889
Node - 365 Centrality - 0.204563
Node - 367 Centrality - 185.349979
Node - 368 Centrality - 83.231306
Node - 369 Centrality - 582.750414
Node - 370 Centrality - 2838.972277
Node - 371 Centrality - 0.457393
Node - 372 Centrality - 41.091066
Node - 373 Centrality - 6993.270161
Node - 374 Centrality - 2358.827889
Node - 375 Centrality - 5.953842
Node - 377 Centrality - 0.000000
Node - 378 Centrality - 906.605636
Node - 379 Centrality - 0.000000
Node - 380 Centrality - 0.231685
Node - 381 Centrality - 0.308608
Node - 382 Centrality - 1.256788
Node - 383 Centrality - 0.500000
Node - 384 Centrality - 0.333333
Node - 385 Centrality - 1.062426
Node - 386 Centrality - 0.500000
Node - 387 Centrality - 1696.717064
Node - 388 Centrality - 973.460943
Node - 390 Centrality - 1.074213
Node - 391 Centrality - 3361.218150
Node - 392 Centrality - 654.170650
Node - 394 Centrality - 140.369507
Node - 395 Centrality - 4811.114912
Node - 396 Centrality - 44.857067
Node - 397 Centrality - 1010.387244
Node - 398 Centrality - 45.882836
Node - 400 Centrality - 2321.626202
Node - 401 Centrality - 0.000000
Node - 402 Centrality - 1909.863998
Node - 403 Centrality - 10.486437
Node - 404 Centrality - 767.570120
Node - 405 Centrality - 672.333606
Node - 406 Centrality - 1.000000
Node - 407 Centrality - 225.024183
Node - 408 Centrality - 777.201858
